PWVmidTim,Tdelay
20180203/2345,2165.3
20180203/2345,2165.3
20180204/0015,2159.4
20180204/0045,2148.0
20180204/0115,2143.7
20180204/0145,2143.6
20180204/0215,2140.2
20180204/0245,2135.8
20180204/0315,2134.9
20180204/0345,2129.2
20180204/0415,2125.9
20180204/0445,2130.4
20180204/0515,2128.9
20180204/0545,2130.0
20180204/0615,2125.8
20180204/0645,2118.2
20180204/0715,2116.5
20180204/0745,2117.6
20180204/0815,2118.8
20180204/0845,2116.9
20180204/0915,2113.8
20180204/0945,2110.1
20180204/1015,2106.6
20180204/1045,2109.1
20180204/1115,2115.1
20180204/1145,2120.7
20180204/1215,2122.3
20180204/1245,2120.8
20180204/1315,2118.3
20180204/1345,2113.9
20180204/1415,2114.6
20180204/1445,2118.0
20180204/1515,2119.4
20180204/1545,2120.0
20180204/1615,2119.4
20180204/1645,2115.4
20180204/1715,2113.7
20180204/1745,2113.1
20180204/1815,2111.0
20180204/1845,2115.2
20180204/1915,2122.3
20180204/1945,2125.1
20180204/2015,2131.3
20180204/2045,2139.6
20180204/2115,2144.3
20180204/2145,2140.4
20180204/2215,2137.9
20180204/2245,2142.6
20180204/2315,2138.8
20180204/2345,2132.0
20180204/2345,2132.0
20180205/0015,2131.8
20180205/0045,2133.6
20180205/0115,2133.2
20180205/0145,2137.9
20180205/0215,2138.9
20180205/0245,2139.0
20180205/0315,2141.7
20180205/0345,2139.8
20180205/0415,2140.2
20180205/0445,2141.7
20180205/0515,2142.5
20180205/0545,2144.4
20180205/0615,2145.1
20180205/0645,2146.2
20180205/0715,2145.8
20180205/0745,2146.9
20180205/0815,2147.3
20180205/0845,2144.3
20180205/0915,2143.8
20180205/0945,2143.6
20180205/1015,2143.9
20180205/1045,2146.3
20180205/1115,2147.4
20180205/1145,2147.2
20180205/1215,2149.0
20180205/1215,2149.0
20180206/0015,2144.3
20180206/0045,2143.4
20180206/0115,2143.4
20180206/0145,2142.2
20180206/0215,2138.1
20180206/0245,2135.9
20180206/0315,2136.4
20180206/0345,2133.1
20180206/0415,2134.5
20180206/0445,2136.6
20180206/0515,2135.9
20180206/0545,2136.5
20180206/0615,2135.5
20180206/0645,2136.9
20180206/0715,2137.0
20180206/0745,2137.7
20180206/0815,2139.2
20180206/0845,2139.2
20180206/0915,2141.3
20180206/0945,2142.6
20180206/1015,2141.1
20180206/1045,2137.3
20180206/1115,2134.2
20180206/1145,2133.5
20180206/1215,2134.4
20180206/1245,2134.5
20180206/1315,2135.0
20180206/1345,2136.1
20180206/1415,2137.3
20180206/1445,2138.8
20180206/1515,2136.2
20180206/1545,2134.7
20180206/1615,2134.5
20180206/1645,2133.3
20180206/1715,2132.2
20180206/1745,2132.0
20180206/1815,2132.5
20180206/1845,2133.5
20180206/1915,2136.5
20180206/1945,2139.0
20180206/2015,2138.9
20180206/2045,2136.1
20180206/2115,2136.7
20180206/2145,2137.0
20180206/2215,2136.9
20180206/2245,2138.1
20180206/2315,2136.8
20180206/2345,2135.6
20180206/2345,2135.6
20180207/0015,2135.4
20180207/0045,2135.6
20180207/0115,2135.5
20180207/0145,2137.9
20180207/0215,2137.5
20180207/0245,2136.1
20180207/0315,2134.9
20180207/0345,2131.1
20180207/0415,2131.8
20180207/0445,2132.5
20180207/0515,2132.6
20180207/0545,2131.9
20180207/0615,2130.6
20180207/0645,2132.0
20180207/0715,2132.2
20180207/0745,2131.9
20180207/0815,2129.3
20180207/0845,2126.5
20180207/0915,2125.6
20180207/0945,2125.3
20180207/1015,2130.0
20180207/1045,2135.4
20180207/1115,2137.9
20180207/1145,2136.1
20180207/1215,2135.6
20180207/1245,2138.3
20180207/1315,2140.9
20180207/1345,2142.1
20180207/1415,2142.6
20180207/1445,2144.3
20180207/1515,2145.1
20180207/1545,2144.6
20180207/1615,2142.1
20180207/1645,2141.6
20180207/1715,2141.5
20180207/1745,2143.4
20180207/1815,2148.6
20180207/1845,2152.1
20180207/1915,2154.3
20180207/1945,2156.5
20180207/2015,2159.3
20180207/2045,2160.8
20180207/2115,2164.1
20180207/2145,2164.9
20180207/2215,2164.4
20180207/2245,2164.7
20180207/2315,2164.5
20180207/2345,2166.7
20180207/2345,2166.7
20180208/0015,2169.8
20180208/0045,2173.2
20180208/0115,2173.3
20180208/0145,2170.6
20180208/0215,2167.5
20180208/0245,2164.8
20180208/0315,2161.3
20180208/0345,2160.0
20180208/0415,2162.8
20180208/0445,2166.5
20180208/0515,2171.0
20180208/0545,2175.5
20180208/0615,2180.8
20180208/0645,2184.3
20180208/0715,2183.8
20180208/0745,2184.0
20180208/0815,2181.2
20180208/0845,2173.9
20180208/0915,2170.6
20180208/0945,2171.4
20180208/1015,2172.3
20180208/1045,2170.0
20180208/1115,2166.8
20180208/1145,2162.1
20180208/1215,2159.8
20180208/1245,2165.8
20180208/1315,2164.7
20180208/1345,2155.3
20180208/1415,2154.1
20180208/1445,2159.7
20180208/1515,2155.4
20180208/1545,2147.9
20180208/1615,2146.6
20180208/1645,2143.0
20180208/1715,2136.5
20180208/1745,2133.3
20180208/1815,2132.0
20180208/1845,2129.2
20180208/1915,2132.1
20180208/1945,2136.4
20180208/2015,2135.0
20180208/2045,2132.0
20180208/2115,2130.5
20180208/2145,2128.4
20180208/2215,2128.7
20180208/2245,2134.2
20180208/2315,2136.6
20180208/2345,2139.9
20180208/2345,2139.9
20180209/0015,2145.0
20180209/0045,2141.8
20180209/0115,2131.3
20180209/0145,2125.2
20180209/0215,2121.2
20180209/0245,2119.9
20180209/0315,2116.5
20180209/0345,2108.0
20180209/0415,2100.9
20180209/0445,2095.2
20180209/0515,2095.0
20180209/0545,2094.6
20180209/0615,2095.5
20180209/0645,2097.3
20180209/0715,2094.7
20180209/0745,2094.4
20180209/0815,2095.5
20180209/0845,2096.4
20180209/0915,2096.4
20180209/0945,2095.2
20180209/1015,2098.1
20180209/1045,2098.7
20180209/1115,2096.0
20180209/1145,2092.9
20180209/1215,2090.8
20180209/1245,2093.3
20180209/1315,2097.5
20180209/1345,2099.8
20180209/1415,2099.6
20180209/1445,2099.5
20180209/1515,2095.8
20180209/1545,2095.3
20180209/1615,2096.0
20180209/1645,2095.8
20180209/1715,2093.7
20180209/1745,2090.2
20180209/1815,2090.8
20180209/1845,2091.3
20180209/1915,2095.5
20180209/1945,2101.1
20180209/2015,2101.7
20180209/2045,2104.4
20180209/2115,2110.2
20180209/2145,2113.1
20180209/2215,2116.4
20180209/2245,2119.5
20180209/2315,2121.6
20180209/2345,2122.9
20180209/2345,2122.9
20180210/0015,2123.2
20180210/0045,2125.9
20180210/0115,2129.6
20180210/0145,2133.3
20180210/0215,2134.5
20180210/0245,2137.7
20180210/0315,2136.4
20180210/0345,2135.1
20180210/0415,2136.5
20180210/0445,2137.9
20180210/0515,2142.4
20180210/0545,2144.6
20180210/0615,2145.9
20180210/0645,2144.4
20180210/0715,2142.5
20180210/0745,2145.8
20180210/0815,2148.7
20180210/0845,2148.4
20180210/0915,2151.3
20180210/0945,2156.2
20180210/1015,2158.0
20180210/1045,2157.3
20180210/1115,2156.8
20180210/1145,2157.9
20180210/1215,2160.7
20180210/1245,2163.5
20180210/1315,2164.7
20180210/1345,2164.5
20180210/1415,2165.0
20180210/1445,2167.2
20180210/1515,2165.3
20180210/1545,2164.3
20180210/1615,2166.3
20180210/1645,2167.1
20180210/1715,2168.6
20180210/1745,2166.6
20180210/1815,2158.5
20180210/1845,2148.5
20180210/1915,2144.6
20180210/1945,2140.3
20180210/2015,2136.7
20180210/2045,2134.7
20180210/2115,2127.3
20180210/2145,2124.4
20180210/2215,2124.1
20180210/2245,2117.3
20180210/2315,2112.3
20180210/2345,2108.4
20180210/2345,2108.4
20180211/0015,2103.6
20180211/0045,2101.5
20180211/0115,2098.4
20180211/0145,2096.1
20180211/0215,2094.6
20180211/0245,2094.2
20180211/0315,2091.0
20180211/0345,2088.0
20180211/0415,2090.4
20180211/0445,2092.0
20180211/0515,2089.2
20180211/0545,2087.9
20180211/0615,2092.9
20180211/0645,2096.4
20180211/0715,2099.9
20180211/0745,2098.1
20180211/0815,2096.7
20180211/0845,2103.6
20180211/0915,2105.9
20180211/0945,2105.1
20180211/1015,2107.4
20180211/1045,2112.1
20180211/1115,2115.7
20180211/1145,2118.4
20180211/1215,2121.1
20180211/1245,2122.3
20180211/1315,2118.1
20180211/1345,2111.3
20180211/1415,2111.3
20180211/1445,2107.5
20180211/1515,2099.9
20180211/1545,2093.4
20180211/1615,2090.3
20180211/1645,2091.5
20180211/1715,2090.5
20180211/1745,2091.8
20180211/1815,2094.9
20180211/1845,2092.1
20180211/1915,2094.3
20180211/1945,2100.6
20180211/2015,2101.8
20180211/2045,2104.6
20180211/2115,2109.1
20180211/2145,2110.0
20180211/2215,2110.3
20180211/2245,2108.0
20180211/2315,2103.2
20180211/2345,2101.0
20180211/2345,2101.0
20180212/0015,2103.6
20180212/0045,2106.6
20180212/0115,2107.0
20180212/0145,2107.1
20180212/0215,2108.4
20180212/0245,2112.0
20180212/0315,2111.2
20180212/0345,2107.5
20180212/0415,2105.6
20180212/0445,2107.3
20180212/0515,2108.2
20180212/0545,2106.9
20180212/0615,2108.1
20180212/0645,2106.6
20180212/0715,2106.1
20180212/0745,2107.7
20180212/0815,2106.6
20180212/0845,2105.5
20180212/0915,2106.6
20180212/0945,2106.3
20180212/1015,2105.0
20180212/1045,2103.7
20180212/1115,2101.7
20180212/1145,2102.0
20180212/1215,2103.8
20180212/1245,2103.8
20180212/1315,2101.7
20180212/1345,2100.5
20180212/1415,2103.3
20180212/1445,2104.1
20180212/1515,2103.0
20180212/1545,2102.2
20180212/1615,2100.5
20180212/1645,2100.4
20180212/1715,2101.3
20180212/1745,2099.9
20180212/1815,2099.5
20180212/1845,2099.7
20180212/1915,2101.4
20180212/1945,2099.7
20180212/2015,2099.6
20180212/2045,2104.5
20180212/2115,2104.7
20180212/2145,2106.3
20180212/2215,2107.2
20180212/2245,2102.9
20180212/2315,2101.5
20180212/2345,2102.3
20180212/2345,2102.3
20180213/0015,2102.0
20180213/0045,2103.2
20180213/0115,2105.7
20180213/0145,2107.2
20180213/0215,2108.8
20180213/0245,2109.2
20180213/0315,2105.2
20180213/0345,2105.3
20180213/0415,2107.6
20180213/0445,2108.5
20180213/0515,2110.2
20180213/0545,2109.1
20180213/0615,2108.0
20180213/0645,2107.9
20180213/0715,2110.6
20180213/0745,2110.5
20180213/0815,2107.7
20180213/0845,2109.1
20180213/0915,2108.8
20180213/0945,2106.6
20180213/1015,2103.0
20180213/1045,2098.2
20180213/1115,2098.3
20180213/1145,2101.3
20180213/1215,2101.9
20180213/1245,2103.6
20180213/1315,2104.2
20180213/1345,2103.4
20180213/1415,2105.1
20180213/1445,2101.7
20180213/1515,2099.8
20180213/1545,2100.6
20180213/1615,2099.2
20180213/1645,2101.2
20180213/1715,2101.2
20180213/1745,2100.0
20180213/1815,2100.6
20180213/1845,2099.9
20180213/1915,2100.8
20180213/1945,2099.6
20180213/2015,2098.7
20180213/2045,2100.2
20180213/2115,2100.6
20180213/2145,2103.3
20180213/2215,2105.0
20180213/2245,2103.4
20180213/2315,2102.8
20180213/2345,2101.0
20180213/2345,2101.0
20180214/0015,2101.5
20180214/0045,2103.7
20180214/0115,2109.3
20180214/0145,2114.1
20180214/0215,2115.4
20180214/0245,2114.0
20180214/0315,2109.1
20180214/0345,2109.5
20180214/0415,2108.8
20180214/0445,2105.7
20180214/0515,2107.2
20180214/0545,2108.3
20180214/0615,2106.2
20180214/0645,2104.2
20180214/0715,2104.6
20180214/0745,2103.6
20180214/0815,2102.7
20180214/0845,2104.6
20180214/0915,2106.5
20180214/0945,2108.3
20180214/1015,2108.2
20180214/1045,2106.9
20180214/1115,2110.4
20180214/1145,2116.1
20180214/1215,2121.6
20180214/1245,2128.1
20180214/1315,2131.2
20180214/1345,2131.3
20180214/1415,2134.2
20180214/1445,2140.5
20180214/1515,2142.6
20180214/1545,2125.1
20180214/1615,2107.8
20180214/1645,2110.8
20180214/1715,2112.5
20180214/1745,2112.2
20180214/1815,2112.6
20180214/1845,2112.5
20180214/1915,2112.1
20180214/1945,2109.4
20180214/2015,2110.7
20180214/2045,2115.5
20180214/2115,2116.6
20180214/2145,2116.6
20180214/2215,2116.5
20180214/2245,2117.7
20180214/2315,2120.3
20180214/2345,2121.8
20180214/2345,2121.8
20180215/0015,2125.2
20180215/0045,2125.7
20180215/0115,2127.5
20180215/0145,2130.5
20180215/0215,2132.8
20180215/0245,2132.7
20180215/0315,2130.9
20180215/0345,2134.7
20180215/0415,2138.4
20180215/0445,2141.0
20180215/0515,2143.6
20180215/0545,2145.9
20180215/0615,2148.8
20180215/0645,2150.5
20180215/0715,2151.8
20180215/0745,2150.0
20180215/0815,2147.1
20180215/0845,2145.5
20180215/0915,2143.6
20180215/0945,2143.8
20180215/1015,2143.1
20180215/1045,2142.5
20180215/1115,2141.2
20180215/1145,2139.8
20180215/1215,2138.5
20180215/1245,2140.8
20180215/1315,2143.6
20180215/1345,2145.3
20180215/1415,2146.4
20180215/1445,2138.5
20180215/1515,2132.9
20180215/1545,2132.4
20180215/1615,2130.4
20180215/1645,2130.3
20180215/1715,2130.5
20180215/1745,2130.6
20180215/1815,2134.5
20180215/1845,2142.1
20180215/1915,2148.1
20180215/1945,2150.7
20180215/2015,2151.8
20180215/2045,2149.9
20180215/2115,2150.9
20180215/2145,2155.0
20180215/2215,2152.7
20180215/2245,2149.4
20180215/2315,2147.7
20180215/2345,2146.7
20180215/2345,2146.7
20180216/0015,2148.1
20180216/0045,2148.4
20180216/0115,2146.0
20180216/0145,2143.6
20180216/0215,2145.3
20180216/0245,2145.8
20180216/0315,2142.5
20180216/0345,2142.2
20180216/0415,2141.7
20180216/0445,2139.4
20180216/0515,2137.5
20180216/0545,2134.6
20180216/0615,2133.5
20180216/0645,2135.6
20180216/0715,2138.0
20180216/0745,2135.2
20180216/0815,2133.6
20180216/0845,2133.7
20180216/0915,2133.6
20180216/0945,2137.5
20180216/1015,2139.4
20180216/1045,2138.2
20180216/1115,2136.5
20180216/1145,2134.4
20180216/1215,2133.2
20180216/1245,2136.6
20180216/1315,2136.1
20180216/1345,2134.2
20180216/1415,2133.9
20180216/1445,2128.9
20180216/1515,2128.2
20180216/1545,2130.1
20180216/1615,2128.7
20180216/1645,2128.9
20180216/1715,2128.0
20180216/1745,2126.8
20180216/1815,2126.7
20180216/1845,2125.6
20180216/1915,2124.1
20180216/1945,2121.4
20180216/2015,2121.3
20180216/2045,2120.2
20180216/2115,2119.3
20180216/2145,2121.6
20180216/2215,2122.4
20180216/2245,2122.1
20180216/2315,2120.2
20180216/2345,2117.3
20180216/2345,2117.3
20180217/0015,2118.3
20180217/0045,2122.0
20180217/0115,2121.9
20180217/0145,2118.3
20180217/0215,2118.7
20180217/0245,2118.3
20180217/0315,2118.4
20180217/0345,2122.0
20180217/0415,2123.3
20180217/0445,2124.1
20180217/0515,2122.7
20180217/0545,2121.7
20180217/0615,2121.6
20180217/0645,2121.6
20180217/0715,2122.0
20180217/0745,2119.0
20180217/0815,2118.4
20180217/0845,2118.6
20180217/0915,2118.6
20180217/0945,2120.4
20180217/1015,2120.3
20180217/1045,2121.4
20180217/1115,2121.1
20180217/1145,2117.4
20180217/1215,2115.3
20180217/1245,2116.5
20180217/1315,2117.6
20180217/1345,2117.4
20180217/1415,2115.8
20180217/1445,2113.8
20180217/1515,2111.9
20180217/1545,2111.3
20180217/1615,2114.4
20180217/1645,2117.8
20180217/1715,2118.1
20180217/1745,2115.7
20180217/1815,2112.5
20180217/1845,2110.2
20180217/1915,2107.4
20180217/1945,2104.1
20180217/2015,2103.2
20180217/2045,2101.5
20180217/2115,2100.2
20180217/2145,2102.3
20180217/2215,2101.2
20180217/2245,2100.1
20180217/2315,2099.2
20180217/2345,2095.7
20180217/2345,2095.7
20180218/0015,2095.7
20180218/0045,2097.1
20180218/0115,2095.7
20180218/0145,2094.2
20180218/0215,2095.5
20180218/0245,2092.4
20180218/0315,2092.2
20180218/0345,2096.4
20180218/0415,2097.0
20180218/0445,2097.3
20180218/0515,2095.4
20180218/0545,2095.1
20180218/0615,2096.3
20180218/0645,2097.7
20180218/0715,2098.0
20180218/0745,2095.9
20180218/0815,2096.8
20180218/0845,2097.8
20180218/0915,2098.2
20180218/0945,2100.1
20180218/1015,2100.1
20180218/1045,2097.7
20180218/1115,2095.8
20180218/1145,2096.8
20180218/1215,2098.6
20180218/1245,2097.0
20180218/1315,2093.3
20180218/1345,2093.4
20180218/1415,2093.8
20180218/1445,2093.6
20180218/1515,2096.8
20180218/1545,2099.3
20180218/1615,2101.0
20180218/1645,2103.7
20180218/1715,2103.8
20180218/1745,2103.0
20180218/1815,2102.4
20180218/1845,2102.5
20180218/1915,2101.8
20180218/1945,2099.8
20180218/2015,2100.5
20180218/2045,2099.9
20180218/2115,2100.5
20180218/2145,2102.7
20180218/2215,2101.6
20180218/2245,2102.7
20180218/2315,2103.5
20180218/2345,2105.2
20180218/2345,2105.2
20180219/0015,2108.8
20180219/0045,2106.1
20180219/0115,2103.1
20180219/0145,2106.2
20180219/0215,2108.2
20180219/0245,2105.2
20180219/0315,2104.7
20180219/0345,2106.1
20180219/0415,2105.2
20180219/0445,2104.8
20180219/0515,2103.1
20180219/0545,2101.6
20180219/0615,2101.1
20180219/0645,2101.6
20180219/0715,2098.3
20180219/0745,2092.0
20180219/0815,2093.0
20180219/0845,2094.7
20180219/0915,2095.2
20180219/0945,2097.7
20180219/1015,2098.9
20180219/1045,2097.1
20180219/1115,2095.3
20180219/1145,2095.7
20180219/1215,2097.6
20180219/1245,2099.4
20180219/1315,2098.6
20180219/1345,2097.1
20180219/1415,2094.6
20180219/1445,2091.3
20180219/1515,2090.9
20180219/1545,2089.7
20180219/1615,2088.6
20180219/1645,2090.0
20180219/1715,2090.9
20180219/1745,2092.2
20180219/1815,2093.8
20180219/1845,2095.3
20180219/1915,2093.1
20180219/1945,2091.6
20180219/2015,2097.5
20180219/2045,2103.0
20180219/2115,2108.6
20180219/2145,2113.2
20180219/2215,2113.2
20180219/2245,2113.8
20180219/2315,2111.6
20180219/2345,2110.2
20180219/2345,2110.2
20180220/0015,2110.1
20180220/0045,2111.3
20180220/0115,2111.4
20180220/0145,2111.1
20180220/0215,2113.9
20180220/0245,2111.7
20180220/0315,2110.7
20180220/0345,2112.7
20180220/0415,2111.1
20180220/0445,2112.5
20180220/0515,2114.9
20180220/0545,2115.5
20180220/0615,2117.0
20180220/0645,2118.2
20180220/0715,2118.4
20180220/0745,2117.8
20180220/0815,2118.8
20180220/0845,2120.5
20180220/0915,2123.3
20180220/0945,2126.5
20180220/1015,2127.5
20180220/1045,2124.4
20180220/1115,2123.5
20180220/1145,2125.1
20180220/1215,2126.4
20180220/1245,2128.3
20180220/1315,2128.1
20180220/1345,2129.0
20180220/1415,2129.2
20180220/1445,2129.6
20180220/1515,2130.5
20180220/1545,2129.1
20180220/1615,2131.1
20180220/1645,2133.6
20180220/1715,2135.1
20180220/1745,2136.1
20180220/1815,2136.9
20180220/1845,2138.9
20180220/1915,2136.5
20180220/1945,2135.9
20180220/2015,2137.5
20180220/2045,2136.9
20180220/2115,2139.6
20180220/2145,2141.1
20180220/2215,2139.7
20180220/2245,2140.5
20180220/2315,2140.1
20180220/2345,2139.4
20180220/2345,2139.4
20180221/0015,2140.9
20180221/0045,2142.5
20180221/0115,2141.8
20180221/0145,2140.6
20180221/0215,2140.6
20180221/0245,2138.0
20180221/0315,2137.7
20180221/0345,2137.8
20180221/0415,2135.7
20180221/0445,2135.9
20180221/0515,2136.6
20180221/0545,2136.9
20180221/0615,2137.5
20180221/0645,2138.3
20180221/0715,2136.2
20180221/0745,2134.5
20180221/0815,2136.1
20180221/0845,2136.2
20180221/0915,2136.7
20180221/0945,2137.3
20180221/1015,2136.3
20180221/1045,2134.9
20180221/1115,2131.8
20180221/1145,2131.0
20180221/1215,2133.9
20180221/1245,2133.7
20180221/1315,2132.2
20180221/1345,2132.3
20180221/1415,2128.7
20180221/1445,2126.4
20180221/1515,2127.4
20180221/1545,2123.8
20180221/1615,2122.4
20180221/1645,2123.0
20180221/1715,2123.6
20180221/1745,2124.3
20180221/1815,2123.2
20180221/1845,2122.1
20180221/1915,2119.3
20180221/1945,2119.9
20180221/2015,2122.1
20180221/2045,2123.3
20180221/2115,2125.9
20180221/2145,2125.0
20180221/2215,2122.7
20180221/2245,2124.8
20180221/2315,2125.7
20180221/2345,2126.4
20180221/2345,2126.4
20180222/0015,2125.4
20180222/0045,2122.9
20180222/0115,2121.5
20180222/0145,2121.4
20180222/0215,2118.7
20180222/0245,2115.4
20180222/0315,2117.1
20180222/0345,2118.1
20180222/0415,2118.6
20180222/0445,2118.6
20180222/0515,2118.9
20180222/0545,2119.2
20180222/0615,2120.4
20180222/0645,2122.7
20180222/0715,2123.5
20180222/0745,2125.2
20180222/0815,2123.1
20180222/0845,2133.5
20180222/0845,2133.5
20180223/0015,2131.1
20180223/0045,2132.5
20180223/0115,2130.8
20180223/0145,2129.1
20180223/0215,2127.0
20180223/0245,2125.9
20180223/0315,2127.5
20180223/0345,2127.7
20180223/0415,2128.5
20180223/0445,2129.0
20180223/0515,2128.9
20180223/0545,2130.1
20180223/0615,2131.9
20180223/0645,2134.2
20180223/0715,2132.4
20180223/0745,2131.5
20180223/0815,2132.1
20180223/0845,2130.5
20180223/0915,2131.1
20180223/0945,2129.5
20180223/1015,2126.9
20180223/1045,2126.2
20180223/1115,2123.9
20180223/1145,2125.8
20180223/1215,2129.0
20180223/1245,2127.8
20180223/1315,2130.7
20180223/1345,2134.3
20180223/1415,2131.5
20180223/1445,2130.3
20180223/1515,2131.5
20180223/1545,2130.0
20180223/1615,2132.2
20180223/1645,2134.2
20180223/1715,2133.9
20180223/1745,2133.2
20180223/1815,2132.6
20180223/1845,2131.8
20180223/1915,2128.4
20180223/1945,2128.8
20180223/2015,2129.0
20180223/2045,2127.5
20180223/2115,2128.8
20180223/2145,2129.0
20180223/2215,2127.2
20180223/2245,2126.0
20180223/2315,2124.0
20180223/2345,2122.9
20180223/2345,2122.9
20180224/0015,2126.4
20180224/0045,2128.4
20180224/0115,2126.3
20180224/0145,2124.2
20180224/0215,2122.2
20180224/0245,2124.9
20180224/0315,2128.7
20180224/0345,2128.5
20180224/0415,2129.1
20180224/0445,2129.3
20180224/0515,2129.1
20180224/0545,2129.5
20180224/0615,2131.5
20180224/0645,2133.5
20180224/0715,2130.0
20180224/0745,2129.1
20180224/0815,2130.7
20180224/0845,2129.6
20180224/0915,2131.3
20180224/0945,2131.7
20180224/1015,2129.8
20180224/1045,2127.9
20180224/1115,2127.5
20180224/1145,2129.0
20180224/1215,2128.7
20180224/1245,2125.3
20180224/1315,2121.5
20180224/1345,2119.5
20180224/1415,2117.9
20180224/1445,2117.4
20180224/1515,2116.0
20180224/1545,2115.6
20180224/1615,2119.8
20180224/1645,2121.4
20180224/1715,2120.0
20180224/1745,2116.7
20180224/1815,2114.2
20180224/1845,2110.2
20180224/1915,2106.9
20180224/1945,2110.4
20180224/2015,2110.3
20180224/2045,2107.8
20180224/2115,2108.4
20180224/2145,2108.1
20180224/2215,2110.1
20180224/2245,2113.4
20180224/2315,2116.6
20180224/2345,2121.4
20180224/2345,2121.4
20180225/0015,2122.1
20180225/0045,2118.2
20180225/0115,2114.8
20180225/0145,2118.0
20180225/0215,2115.3
20180225/0245,2110.5
20180225/0315,2111.3
20180225/0345,2109.6
20180225/0415,2107.0
20180225/0445,2105.3
20180225/0515,2104.7
20180225/0545,2105.6
20180225/0615,2110.6
20180225/0645,2113.2
20180225/0715,2109.3
20180225/0745,2109.1
20180225/0815,2111.4
20180225/0845,2111.1
20180225/0915,2111.4
20180225/0945,2110.5
20180225/1015,2109.4
20180225/1045,2108.2
20180225/1115,2106.3
20180225/1145,2106.8
20180225/1215,2108.6
20180225/1245,2108.2
20180225/1315,2107.4
20180225/1345,2105.3
20180225/1415,2101.4
20180225/1445,2102.3
20180225/1515,2101.2
20180225/1545,2097.5
20180225/1615,2097.8
20180225/1645,2099.7
20180225/1715,2101.7
20180225/1745,2101.5
20180225/1815,2102.2
20180225/1845,2102.5
20180225/1915,2100.4
20180225/1945,2100.7
20180225/2015,2099.7
20180225/2045,2099.6
20180225/2115,2102.5
20180225/2145,2101.5
20180225/2215,2099.8
20180225/2245,2099.7
20180225/2315,2099.3
20180225/2345,2101.0
20180225/2345,2101.0
20180226/0015,2104.0
20180226/0045,2102.3
20180226/0115,2098.9
20180226/0145,2100.4
20180226/0215,2099.3
20180226/0245,2098.7
20180226/0315,2100.7
20180226/0345,2101.3
20180226/0415,2102.5
20180226/0445,2102.8
20180226/0515,2102.1
20180226/0545,2101.1
20180226/0615,2103.0
20180226/0645,2103.8
20180226/0715,2099.8
20180226/0745,2098.9
20180226/0815,2098.9
20180226/0845,2099.9
20180226/0915,2103.7
20180226/0945,2105.5
20180226/1015,2102.4
20180226/1045,2099.1
20180226/1115,2100.6
20180226/1145,2101.5
20180226/1215,2105.4
20180226/1245,2110.8
20180226/1315,2113.6
20180226/1345,2113.2
20180226/1415,2109.1
20180226/1445,2109.0
20180226/1515,2112.1
20180226/1545,2114.7
20180226/1615,2116.1
20180226/1645,2118.0
20180226/1715,2119.7
20180226/1745,2119.1
20180226/1815,2116.0
20180226/1845,2110.2
20180226/1915,2108.4
20180226/1945,2112.3
20180226/2015,2113.7
20180226/2045,2116.6
20180226/2115,2118.1
20180226/2145,2110.5
20180226/2215,2111.2
20180226/2245,2119.4
20180226/2315,2121.7
20180226/2345,2121.3
20180226/2345,2121.3
20180228/0015,2125.7
20180228/0045,2126.3
20180228/0115,2122.2
20180228/0145,2117.7
20180228/0215,2110.7
20180228/0245,2108.6
20180228/0315,2110.0
20180228/0345,2108.6
20180228/0415,2105.9
20180228/0445,2108.0
20180228/0515,2115.0
20180228/0545,2119.7
20180228/0615,2124.9
20180228/0645,2129.3
20180228/0715,2131.3
20180228/0745,2131.1
20180228/0815,2132.3
20180228/0845,2134.2
20180228/0915,2133.3
20180228/0945,2135.2
20180228/1015,2134.9
20180228/1045,2131.7
20180228/1115,2132.5
20180228/1145,2135.5
20180228/1215,2135.5
20180228/1245,2133.7
20180228/1315,2133.2
20180228/1345,2131.1
20180228/1415,2130.0
20180228/1445,2135.7
20180228/1515,2138.1
20180228/1545,2136.1
20180228/1615,2135.0
20180228/1645,2134.0
20180228/1715,2131.5
20180228/1745,2128.3
20180228/1815,2128.3
20180228/1845,2121.2
20180228/1915,2115.5
20180228/1945,2115.1
20180228/2015,2110.5
20180228/2045,2110.1
20180228/2115,2108.0
20180228/2145,2103.0
20180228/2215,2099.8
20180228/2245,2098.0
20180228/2315,2094.4
20180228/2345,2094.7
20180228/2345,2094.7
20180301/0015,2097.8
20180301/0045,2093.6
20180301/0115,2092.3
20180301/0145,2092.3
20180301/0215,2088.7
20180301/0245,2086.9
20180301/0315,2086.1
20180301/0345,2088.1
20180301/0415,2090.2
20180301/0445,2089.4
20180301/0515,2090.1
20180301/0545,2090.7
20180301/0615,2092.7
20180301/0645,2092.3
20180301/0715,2088.7
20180301/0745,2088.6
20180301/0815,2091.0
20180301/0845,2093.7
20180301/0915,2094.2
20180301/0945,2092.5
20180301/1015,2091.2
20180301/1045,2089.6
20180301/1115,2088.0
20180301/1145,2090.3
20180301/1215,2092.4
20180301/1245,2094.0
20180301/1315,2095.0
20180301/1345,2091.1
20180301/1415,2088.4
20180301/1445,2089.5
20180301/1515,2090.8
20180301/1545,2092.2
20180301/1615,2091.4
20180301/1645,2092.8
20180301/1715,2097.8
20180301/1745,2102.2
20180301/1815,2104.8
20180301/1845,2103.9
20180301/1915,2104.7
20180301/1945,2108.9
